,precision,recall,f1-score,support
Erigeron karvinskianus,0.6923076923076923,0.6,0.6428571428571429,15.0
Erigeron peregrinus,0.34782608695652173,0.5333333333333333,0.42105263157894735,15.0
Erigeron philadelphicus,0.6,0.2,0.3,15.0
Erigeron pulchellus,0.5,0.4,0.4444444444444444,15.0
Erigeron strigosus,0.3076923076923077,0.5333333333333333,0.3902439024390244,15.0
Fringilla coelebs,0.8181818181818182,0.6,0.6923076923076923,15.0
Fruticicola fruticum,0.3,0.2,0.24,15.0
Gallotia galloti,0.7777777777777778,0.4666666666666667,0.5833333333333334,15.0
Gomphrena globosa,0.8823529411764706,1.0,0.9375,15.0
Haemorhous mexicanus,0.45454545454545453,0.3333333333333333,0.38461538461538464,15.0
Harmonia axyridis,0.38461538461538464,0.3333333333333333,0.35714285714285715,15.0
Harmonia conformis,0.7777777777777778,0.9333333333333333,0.8484848484848485,15.0
Harmonia quadripunctata,0.7058823529411765,0.8,0.75,15.0
Helicina orbiculata,0.4827586206896552,0.9333333333333333,0.6363636363636364,15.0
Helix lucorum,0.7142857142857143,0.6666666666666666,0.6896551724137931,15.0
Helix pomatia,0.8,0.8,0.8,15.0
Helminthoglypta nickliniana,0.375,0.2,0.2608695652173913,15.0
Helminthoglypta tudiculata,0.45,0.6,0.5142857142857142,15.0
Henosepilachna vigintioctopunctata,0.7647058823529411,0.8666666666666667,0.8125,15.0
Hippodamia convergens,0.42857142857142855,0.4,0.41379310344827586,15.0
Hippodamia tredecimpunctata,0.7777777777777778,0.4666666666666667,0.5833333333333334,15.0
Hippodamia variegata,0.7142857142857143,0.3333333333333333,0.45454545454545453,15.0
Holocnemus pluchei,0.27586206896551724,0.5333333333333333,0.36363636363636365,15.0
Hygromia cinctella,0.5625,0.6,0.5806451612903226,15.0
Junco hyemalis,0.5833333333333334,0.4666666666666667,0.5185185185185185,15.0
Lacerta agilis,0.4166666666666667,0.3333333333333333,0.37037037037037035,15.0
Lacerta bilineata,0.2857142857142857,0.13333333333333333,0.18181818181818182,15.0
Lacerta viridis,0.2777777777777778,0.3333333333333333,0.30303030303030304,15.0
Lampropholis delicata,0.75,0.8,0.7741935483870968,15.0
Larinioides cornutus,0.3333333333333333,0.5333333333333333,0.41025641025641024,15.0
Larinioides sclopetarius,0.3181818181818182,0.4666666666666667,0.3783783783783784,15.0
Latrodectus geometricus,0.7,0.4666666666666667,0.56,15.0
Leratiomyces ceres,0.9166666666666666,0.7333333333333333,0.8148148148148148,15.0
Leucanthemum maximum,0.6153846153846154,0.5333333333333333,0.5714285714285714,15.0
Leucanthemum vulgare,0.6666666666666666,0.13333333333333333,0.2222222222222222,15.0
Lissachatina fulica,0.8571428571428571,0.4,0.5454545454545454,15.0
Lygodactylus capensis,0.8461538461538461,0.7333333333333333,0.7857142857142857,15.0
Matricaria chamomilla,0.36363636363636365,0.26666666666666666,0.3076923076923077,15.0
Melospiza melodia,0.36363636363636365,0.26666666666666666,0.3076923076923077,15.0
Mimetus puritanus,0.5,0.5333333333333333,0.5161290322580645,15.0
Mimus polyglottos,0.3023255813953488,0.8666666666666667,0.4482758620689655,15.0
Monacha cantiana,0.5294117647058824,0.6,0.5625,15.0
Neoscona crucifera,0.5,0.4,0.4444444444444444,15.0
Nephilingis cruentata,0.47368421052631576,0.6,0.5294117647058824,15.0
Nesticodes rufipes,1.0,0.3333333333333333,0.5,15.0
Oecobius navus,0.7142857142857143,0.3333333333333333,0.45454545454545453,15.0
Oligosoma polychroma,0.9090909090909091,0.6666666666666666,0.7692307692307693,15.0
Olla v-nigrum,0.7333333333333333,0.7333333333333333,0.7333333333333333,15.0
Otala lactea,0.4444444444444444,0.5333333333333333,0.48484848484848486,15.0
Otala punctata,0.7058823529411765,0.8,0.75,15.0
Parasteatoda tepidariorum,0.26666666666666666,0.26666666666666666,0.26666666666666666,15.0
Passer domesticus,0.14285714285714285,0.06666666666666667,0.09090909090909091,15.0
Passer hispaniolensis,0.42857142857142855,0.4,0.41379310344827586,15.0
Passer italiae,0.35294117647058826,0.4,0.375,15.0
Passer melanurus,0.875,0.9333333333333333,0.9032258064516129,15.0
Passer montanus,0.5,0.4,0.4444444444444444,15.0
Petronia petronia,0.8333333333333334,0.6666666666666666,0.7407407407407407,15.0
Pholcus phalangioides,0.35,0.4666666666666667,0.4,15.0
Plestiodon fasciatus,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.0
Podarcis bocagei,0.4375,0.4666666666666667,0.45161290322580644,15.0
Podarcis muralis,0.23076923076923078,0.2,0.21428571428571427,15.0
Podarcis siculus,0.3333333333333333,0.2,0.25,15.0
Poecile atricapillus,0.23076923076923078,0.2,0.21428571428571427,15.0
Poecile carolinensis,0.3157894736842105,0.4,0.35294117647058826,15.0
Prunella modularis,0.5714285714285714,0.8,0.6666666666666666,15.0
Psammodromus algirus,0.42857142857142855,0.4,0.41379310344827586,15.0
Psyllobora vigintiduopunctata,0.9375,1.0,0.967741935483871,15.0
Rumina decollata,0.75,0.8,0.7741935483870968,15.0
Russula sanguinea,0.9166666666666666,0.7333333333333333,0.8148148148148148,15.0
Scytodes thoracica,0.7857142857142857,0.7333333333333333,0.7586206896551724,15.0
Spizella passerina,0.3076923076923077,0.26666666666666666,0.2857142857142857,15.0
Spizella pusilla,0.75,0.6,0.6666666666666666,15.0
Spizelloides arborea,0.8888888888888888,0.5333333333333333,0.6666666666666666,15.0
Steatoda grossa,0.36363636363636365,0.5333333333333333,0.43243243243243246,15.0
Steatoda nobilis,0.4,0.4,0.4,15.0
Steatoda triangulosa,0.4,0.13333333333333333,0.2,15.0
Sturnus vulgaris,0.5555555555555556,0.6666666666666666,0.6060606060606061,15.0
Subcoccinella vigintiquatuorpunctata,0.6842105263157895,0.8666666666666667,0.7647058823529411,15.0
Takydromus amurensis,1.0,0.6666666666666666,0.8,15.0
Tanacetum parthenium,0.6875,0.7333333333333333,0.7096774193548387,15.0
Teira dugesii,0.3888888888888889,0.4666666666666667,0.42424242424242425,15.0
Theba pisana,0.6666666666666666,0.5333333333333333,0.5925925925925926,15.0
Thryothorus ludovicianus,0.6,0.4,0.48,15.0
Trifolium pratense,1.0,0.7333333333333333,0.8461538461538461,15.0
Trifolium repens,0.8461538461538461,0.7333333333333333,0.7857142857142857,15.0
Tripleurospermum inodorum,0.2222222222222222,0.26666666666666666,0.24242424242424243,15.0
Turdus migratorius,0.5714285714285714,0.5333333333333333,0.5517241379310345,15.0
Uta stansburiana,0.6111111111111112,0.7333333333333333,0.6666666666666666,15.0
Xerarionta stearnsiana,0.7142857142857143,0.3333333333333333,0.45454545454545453,15.0
Xeroplexa intersecta,0.42857142857142855,0.4,0.41379310344827586,15.0
Xerotricha conspurcata,0.6666666666666666,0.6666666666666666,0.6666666666666666,15.0
Zachrysia provisoria,0.55,0.7333333333333333,0.6285714285714286,15.0
Zonotrichia albicollis,0.4,0.5333333333333333,0.45714285714285713,15.0
Zonotrichia atricapilla,0.5714285714285714,0.8,0.6666666666666666,15.0
Zonotrichia capensis,0.9166666666666666,0.7333333333333333,0.8148148148148148,15.0
Zonotrichia leucophrys,0.5833333333333334,0.4666666666666667,0.5185185185185185,15.0
Zootoca vivipara,0.42857142857142855,0.4,0.41379310344827586,15.0
Zosis geniculata,0.47619047619047616,0.6666666666666666,0.5555555555555556,15.0
Zygiella x-notata,0.4444444444444444,0.2857142857142857,0.34782608695652173,14.0
accuracy,0.5564005069708492,0.5564005069708492,0.5564005069708492,0.5564005069708492
macro avg,0.5795372896455034,0.5561784207353827,0.5479956320454482,2367.0
weighted avg,0.579665340340865,0.5564005069708492,0.5481690357309005,2367.0
